Student_ID,Study_Hours,Attendance,Previous_Score,Assignments_Completed,Sleep_Hours,Internet_Hours,Extra_Classes,Final_Score
895,6.5,69.0,73,8.0,7.4,2.5,Yes,73.7
896,3.9,77.0,98,7.0,8.4,2.5,No,73.5
897,5.8,61.0,49,7.0,4.2,2.4,No,57.1
898,11.2,63.0,68,11.0,8.1,11.2,No,78.0
899,2.8,92.0,97,4.0,6.8,11.2,No,50.4
900,2.6,59.0,58,2.0,6.4,2.8,No,40.1
901,11.9,76.0,40,9.0,5.8,8.8,No,180.0
902,2.2,91.0,53,3.0,5.7,3.2,No,37.7
903,2.9,77.0,69,11.0,8.5,7.4,Yes,64.8
904,7.3,71.0,44,5.0,7.8,8.4,No,45.5
905,8.5,88.0,50,8.0,5.9,11.2,Yes,71.3
906,2.7,50.0,93,12.0,6.4,7.9,No,66.0
907,1.1,47.0,92,7.0,8.7,12.0,Yes,50.6
908,1.5,86.0,71,7.0,8.0,9.2,No,44.2
909,3.8,60.0,86,3.0,4.1,3.3,No,58.2
910,4.1,93.0,54,3.0,5.5,9.8,No,51.0
911,7.6,67.0,47,7.0,6.6,6.4,No,57.3
912,7.2,72.0,46,8.0,8.1,7.8,No,60.8
913,2.0,77.0,78,9.0,7.4,8.1,Yes,67.6
914,6.8,86.0,45,6.0,6.3,1.9,No,54.8
915,11.8,88.0,73,5.0,6.6,4.3,Yes,84.2
916,11.1,77.0,48,10.0,6.1,2.0,No,73.5
917,7.4,94.0,37,3.0,7.7,6.1,Yes,61.4
918,1.5,71.0,73,7.0,6.9,6.0,No,52.7
919,3.9,100.0,58,5.0,4.9,9.2,No,55.1
920,2.2,79.0,37,2.0,6.0,1.1,No,35.1
921,5.5,87.0,97,6.0,7.1,11.7,No,70.5
922,11.6,88.0,85,6.0,4.4,2.5,Yes,81.6
923,1.2,57.0,38,5.0,6.4,2.6,Yes,37.5
924,7.9,95.0,59,3.0,5.5,6.1,No,58.2
925,2.3,54.0,91,9.0,6.4,10.5,Yes,56.3
926,7.3,98.0,85,2.0,5.7,2.1,No,75.9
927,10.3,92.0,72,2.0,6.4,6.3,No,65.1
928,1.7,46.0,89,11.0,5.6,1.7,No,67.6
929,2.3,84.0,79,9.0,7.5,1.2,No,66.6
930,6.2,73.0,64,10.0,5.1,11.0,No,67.7
931,10.4,90.0,94,4.0,8.4,9.0,No,87.5
932,10.2,88.0,81,9.0,8.0,10.3,Yes,81.7
933,9.2,87.0,96,4.0,4.9,2.7,No,71.7
934,5.6,76.0,73,5.0,5.0,1.5,Yes,62.7
935,3.9,88.0,55,4.0,8.1,10.8,Yes,55.6
936,4.7,52.0,64,3.0,6.8,6.4,No,52.5
937,9.5,94.0,69,4.0,8.3,10.6,Yes,75.6
938,11.2,73.0,93,3.0,8.9,9.6,Yes,87.7
939,1.5,51.0,56,12.0,4.6,3.3,No,44.1
940,4.2,73.0,98,3.0,4.8,5.0,Yes,58.1
941,3.2,71.0,35,5.0,8.2,6.2,No,40.2
942,1.9,68.0,88,7.0,7.1,3.7,No,62.8
943,2.5,72.0,87,8.0,8.5,11.5,No,65.1
944,5.9,94.0,36,10.0,8.7,1.9,No,59.6
945,9.5,72.0,42,8.0,7.8,8.3,Yes,73.6
946,1.6,85.0,72,8.0,6.0,8.5,No,55.1
947,4.5,67.0,36,6.0,8.5,7.7,Yes,51.6
948,5.9,58.0,91,7.0,8.4,9.6,No,71.2
949,10.7,50.0,39,10.0,5.7,9.0,Yes,68.1
950,6.9,58.0,46,10.0,6.8,6.7,Yes,55.2
951,25.0,79.0,68,5.0,8.2,4.3,No,82.8
952,2.2,48.0,82,6.0,7.1,4.9,Yes,60.5
953,11.4,73.0,73,11.0,7.7,6.0,Yes,94.2
954,11.9,81.0,64,7.0,5.5,8.3,Yes,82.8
955,6.7,60.0,48,7.0,6.6,3.1,No,55.9
956,2.6,72.0,87,3.0,4.5,5.7,Yes,54.7
957,5.9,68.0,86,11.0,6.8,9.6,No,72.3
958,8.0,73.0,97,8.0,8.1,2.6,Yes,85.8
959,6.0,90.0,50,5.0,6.3,1.4,Yes,67.9
960,5.1,52.0,87,3.0,4.6,7.3,Yes,59.1
961,2.3,64.0,82,6.0,5.5,1.3,Yes,53.7
962,7.5,48.0,74,6.0,5.1,10.0,No,51.8
963,7.0,49.0,40,8.0,6.4,4.4,No,60.4
964,9.6,75.0,51,4.0,6.5,6.1,No,63.9
965,2.6,91.0,76,3.0,8.0,8.3,No,48.9
966,10.9,66.0,40,12.0,8.5,9.1,Yes,81.6
967,8.8,81.0,74,10.0,7.2,8.1,Yes,75.2
968,7.8,81.0,41,11.0,6.6,9.3,Yes,60.0
969,11.3,56.0,37,6.0,7.9,3.7,No,57.8
970,6.9,65.0,86,11.0,4.2,10.5,Yes,72.2
971,3.0,46.0,75,8.0,5.3,2.3,Yes,59.7
972,4.1,56.0,67,3.0,4.8,11.5,Yes,40.0
973,11.6,56.0,38,2.0,5.5,2.1,Yes,61.2
974,4.6,69.0,50,2.0,5.0,9.3,Yes,44.0
975,9.3,69.0,49,6.0,4.3,6.1,No,53.3
976,1.3,85.0,64,2.0,5.3,11.6,Yes,36.5
977,7.1,95.0,51,6.0,6.8,5.9,Yes,68.6
978,2.6,79.0,56,5.0,6.7,5.7,No,38.5
979,9.9,98.0,72,12.0,8.9,1.0,No,85.6
980,3.8,88.0,83,7.0,8.2,3.3,No,58.1
981,9.1,81.0,43,6.0,4.4,8.7,Yes,65.2
982,12.0,72.0,61,11.0,6.5,9.8,No,81.6
983,11.8,90.0,92,6.0,5.2,11.8,No,77.5
984,11.5,66.0,37,4.0,7.2,1.0,No,56.3
985,1.1,56.0,87,10.0,8.5,8.7,No,57.4
986,9.7,86.0,44,10.0,4.2,10.2,No,67.9
987,4.9,97.0,83,11.0,5.8,2.9,Yes,71.8
988,5.1,57.0,91,2.0,5.1,1.2,No,62.2
989,8.8,57.0,46,11.0,7.1,9.9,Yes,63.6
990,6.4,68.0,39,6.0,6.5,8.7,Yes,44.8
991,11.8,85.0,85,3.0,8.3,7.3,No,74.5
992,3.1,92.0,57,3.0,6.9,9.2,Yes,44.3
993,7.3,59.0,70,5.0,8.2,1.3,No,68.2
994,10.7,45.0,89,12.0,7.4,8.2,No,84.4
995,11.9,62.0,50,12.0,6.6,6.5,Yes,87.8
996,3.5,62.0,88,10.0,6.2,1.1,Yes,68.7
997,10.7,96.0,38,5.0,8.9,5.7,Yes,76.7
998,3.2,66.0,74,3.0,7.1,2.1,No,50.6
999,1.3,96.0,77,6.0,5.2,6.2,No,56.9
1000,10.0,78.0,65,3.0,7.9,7.8,Yes,72.3
